Emotion,Text
relief,හහහ අනිත් අය එක්ක ගායනා කළොත් ඒක භයානක නැහැ ඒක වැඩ කරන්න පුළුවන් කියලා මට විශ්වාසයි
happiness,කවුරුත් ඒක අල්ලගත්තා කියලා හිතුවේ නැහැ
worry,මම ගැබිනි කාන්තාවන් දුම්පානය කරනවා දකිනකොට මට වෛරයක් දැනෙනවා ඒක හරිම වගකීම් විරහිතයි ආත්මාර්ථකාමීයි ඒක තමයි අන්තිමේදී බබා දුක් විඳින කෙනා
sadness,ඇඳේ වැතිරිලා ඉන්නවා ගොඩක් කලින්
surprise,ගෑණු ළමයෙක් දැන් මගේ සිතුවිලි වල හරිම මෝඩයි
worry,ආපසු මුදල් නැහැ නමුත් ඔවුන් ගිණුම් ලබා ගන්නවා සතියක් වගේ යනවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
empty,ඒක මාව අවුස්සනවා එරිකාට පස්සෙන් එන්න දෙන්නෙත් නෑ
neutral,මට බැරි වුණු නිසා දුකයි කොල්ලො එක්ක සෙල්ලම් කරන්න
hate,හෙට වැඩ කරන්න ඕන නෑ නමුත් මට සල්ලි ලැබෙනවා
neutral,උදේ දෙතුන් පාරක් උදේ පාන්දරින්ම ආපහු යන්න
neutral,ඒක ඉවර වෙන්න ඕන නෑ
neutral,ගුවන් සේවා ඉතා දුර්වලයි
sadness,අනේ එක විනාඩියක්වත් පරක්කු නැහැ ඕ හොඳයි
sadness,ඇඳේ වැතිරෙනවා ගොඩක් කලින්
worry,අව්වේ විනෝද වුණා හ්ම්ම් ඒක සීතලයි
worry,ආපසු මුදල් නැහැ නමුත් ඔවුන් ගිණුම් ලබා ගන්නවා සතියක් වගේ ගත වෙනවා සොරා හැක් කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
neutral,මම ටැකෝසෝන් ස්ථානයට ගොඩක් පරක්කු වෙලා හිටියා
enthusiasm,දැන් මට කිසිම දෙයක් කරන්න බෑ
happiness,යෝජනාව අගය කරනවා දැන් සතියක් වෙනවා තාමත් මුදල් ආපසු ඉල්ලන්න කාලයයි
worry,ඊව්ව් අකමැතියි
worry,ඔයා කවදාවත් ඔයාගේ ඩීඑම් එකට උත්තර දුන්නේ නෑ මම ඔයාට තොරතුරු එව්වා
worry,මට නිදාගන්න බෑ නමුත් මට චලනය වෙන්න අමාරුයි
neutral,මාර්ගයෙන් එහා පැත්තේ ඉන්න කාන්තාවට ගබ්සාවක් වුණා යාච්ඤාවක් කියන්න
hate,ගෙදරට ආපහු යනවා මොකද මම
neutral,ලෝහ ආම්පන්න ඝන ගීතය සොරකම් කළා කියලා මට විශ්වාස කරන්න බැහැ මම ගොඩක් කලකිරුණා
happiness,මම හිතන්නේ මගේ උගුර ඇත්තටම රිදෙනවා
happiness,ඔව් මම නැගිටින්න ඕනේ
hate,කවුරුත් හිතුවේ නැහැ තේරුනා
neutral,මට මෑතකදී ටොන් ගණනක් බර වැඩි වුණා කියලා මගේ අවධානයට ලක් වෙලා තියෙනවා ඔහු දැනගෙන හිටියේ නැහැ ඒ මම කියලා
neutral,ගුවන් ටිකට්පත් මෙච්චර මිල අධික ඇයි
sadness,තවමත් බැටළු පැටවෙකු නොමැති වීම කණගාටුවට කරුණක්
worry,මොකද ගුවන් සේවා හරිම දුර්වලයි
worry,අසනීපයි
neutral,අනේ කමක් නෑ මේක ගොඩ ගන්න බෑ කියලා මම හිතනවා
neutral,කේක් කෑල්ල ලැබුණා
neutral,මම හිතන්නේ ඒක සිසිල් වෙලා කියලා හහ් ඒක මෙතන නැහැ තාත්තයි මමයි බෑග් හදනකොට දවල් ඉඳන් මම දහවල් ඉඳන් දහඩිය දැම්මේ නැහැ
sadness,ෂින් ඒ විවාහ වුණු එක ගැන දුකයි ඇලෙක්ස්ට නෙවෙයි
worry,මට නිදාගන්න ඕනේ ඒත් මට මහන්සිත් නෑ
hate,මට කේක් කෑල්ල අමතක වෙලා නිසා ගෙදර එන්න
worry,මට වෝබිස් නැතුව පාලුයි
sadness,මට ඇත්තටම ගනුදෙනු කරන්න ඕන නෑ
sadness,අනුමාන කරන්න බෑ කෙල්ලේ මම තාමත් ජිම් එකේ වැඩ කරනවා
neutral,මම ඔට්ටු අල්ලනවා එස්ආර් එකේ සිසිල් වෙලා කියලා හහ් ඒක මෙතන නැහැ තාත්තයි මමයි බෑග් කරනකොට දවල් ඉඳන් මම දහවල් ඉඳන් දහඩිය දැම්මේ නැහැ
surprise,අනේ ඔයාට රහස ගැන කියන්න බෑ
neutral,අනෙක් අයගේ ජීවිත පිළිබඳ ටැබ්ලොයිඩ් කියවීම සිතමින් මගේ බබා ගියාම මම මගේ එක්ක මොකද කරන්නේ
sadness,මම අලුත් ට්විටර්ෆෝන් යාවත්කාලීනය බාගත කළේ ඔවුන් අලුත් ට්වීට් සඳහා ටයිප් කිරීමේ ගැටලුව විසඳනවා කියලා හිතාගෙන නමුත් නැහැ ඔවුන් එසේ කළේ නැහැ
worry,හොඳයි උදේ මිනිස්සු හිරු එළිය වැටෙනවා වසන්තයේ දැන් අපිට අපේ පළමු වසන්ත හිම කැට කුණාටුව ආවා මගේ කාර් එකට දැන් ඩිම්පල් තියෙනවා
neutral,රතු යක්ෂයෝ හරිම කණගාටුදායකයි අවම වශයෙන් කිව යුතුයි
worry,මට මෑතකදී ටොන් ගණනක් බර වැඩි වුණා කියලා මගේ යාළුවෙක්ගෙන් මට ආරංචි වුණා ඒ මම කියලා එයා දැනගෙන හිටියේ නැහැ
