cleaned_content,sentiment
mgm grand mraz on stage no doubling back opener lots of old memories flooding back,fun
its sunny and i feel really well today yippeee,happiness
praying for love in a lap dance and paying in naivety ltone of my fav songs,fun
were one but were not the same we get to carry each other,neutral
ive been waiting about the same time to get in its whenever they feel like it,hate
whod have thought wallace amp gromit and the team behind monkey island could have combined so disastrously,neutral
whoa i didnt mean to sleep for more than an hour,sadness
we just crossed into the golden state its nice being home,love
dont know what to do today amazing weather and im sitting here great,boredom
is anxiously awaiting rocketslakers game yes i finally got tix for games amp yeahhhhh,neutral
going to the movies with clancy,neutral
looks like the sun is making a comeback in the midwest happy monday to me,happiness
hav fun at heav y metal happy hour you guys in the future accadentally sets it on fire while smoking with,fun
wants to go the the vintage paper show but no one will accompany her,neutral
yeah when you start reaching your earlymids,relief
q i dont get love anymore,sadness
upset bout to talk to someone but idk who though,sadness
so so happy to be with she even makes doing laundry wonderful,happiness
heavenly donuts at at nightsounds like a heavenly match to me siyalr,fun
i wish i was calling you but i cant from malta,sadness
whats up my homieeeeeeeeeee i miss you live last night i hope your on tonight i will hit you up cutie,worry
just like the old days drinkin at the old spot,happiness
i already hate my tan lines oh well better get used to them,hate
thanks,empty
is off bed gon force the sandman com do wot he do since it dont look like theres gon be any partyin nyt,enthusiasm
im trying to convince to wait a bit to see up as well she doesnt want to see it with me,sadness
excuse me msgomez who said you could leave,empty
morning sweetie you cool xxx,surprise
i guess thats true,surprise
desktop quadcore win boot time quot laptop dualcore w ssd win boot time quot gt ssd for desktop arrives in days,sadness
yup now i can join in on the nin access fun,anger
had a great time last night but my eye is burning it hurts bad,hate
is ur boyfriend better than mine hell no,enthusiasm
i want a garden sitting inside when its sunny sucks,enthusiasm
a buff guyunfortunatly alot of people dont know dannys name either which is sad sophie is so sweet,sadness
later i feel so good but guilty,happiness
at home with her fam see you in como tomorrow,happiness
i heart elvis,love
stupid red hair is too difficult on the upkeep redyed it a more manageable brownred boo,anger
had a gr sunday relaxing enjoying the beautiful weather good nite,surprise
dang it so its not certain are you okay,neutral
did you kno that is amazing and ive known him since he got twitter and his most tweeted words are know haha xx,love
watching star trek and next to watch it at the movie theater cause the movie is really worth it,worry
haahaha omg dude i read that and almost choked haha thanks,surprise
yars,neutral
well done,empty
dang i miss you goodnight,love
thats exactly what this mama is doing,empty
get up you are not old what did you do o,surprise
sad making bought guitar hero metallica for my hard working soldier and it is not reading disc,hate
gmornin twitterville took the day off from tweetn yesterday amp im quotjonesingquot to get back into it today,neutral
too bad were in sweden where up isnt up on the theaters here until october,hate
cnews wasnt as bad as i expected could have done better but today we did a great show,surprise
i want a top that says,empty
its bout smoking weed,enthusiasm
early morning rampb,neutral
dude fail i know exactly where this place is too,sadness
me too,neutral
haircut as short as possible even change color new me,enthusiasm
happy mothers day to all the mommys,surprise
studying for this bullshit econ test,anger
polly scattergoods new single out today download the please dont touch ep on itunes its ace,enthusiasm
j sorry about the bad night hopefully my workout updates gave you a little humor in your night,worry
sorry paul scheuring but prison break series finale sucked in so many levels,hate
time to get off the puter nite all,boredom
hehe true i wonder what he will come up with,surprise
yup everythings there,relief
been there done that with the laundry you know it sucks but it is so nice to of them to do itjust say thanks,empty
i need to sleep for a whole day to recover from this birthday im getting so old,fun
gday do you know if nhibernate has issues with com interop vb ltgt net wrapper ltgt netnhibernate dll im getting crazy,hate
seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,anger
too hot station isnt packed but train packed no windows open on train roasted sardines,hate
staying in hve june exams docent training class need to study we hvng zombie movie sunday aftrn u both shld come over,fun
i used to be ive done a few different jobs in yj currently im a court officer,surprise
work this week some new instrumentals stay updated,surprise
officially booked for seattle with and its going to be the best birthday weekend ever you made me sad,sadness
really this time gnight i have my new song of the week in the morning,fun
oh those messages probably not,neutral
you are clearly very busy take care of yourself and i am sure you will be fine takes one to know one,empty
you didnt come to see the hosts at hilton mr thomas we spent lots of money for nothing thats boring,hate
